"qkey","education","division","ideology","gender","race","cancul1","crimsent","weight_w92"
690094,"College graduate","New England","Liberal","Woman","White","Accountable","Too much time",0.35553109928282
690122,"College graduate","East South Central","Conservative","Man","White","Accountable","About the right amount",0.672282074591059
690323,"College graduate","East South Central","Conservative","Woman","White","Punish","About the right amount",0.529166053821803
690385,"Postgraduate","Pacific","Moderate","Woman","White","Accountable","Too much time",0.566952795607959
690413,"College graduate","West South Central","Very Conservative","Man","White","Punish","Too little time",1.40052580901365
690567,"Associate's Degree","Mountain","Conservative","Woman","White","Accountable","Too little time",0.683600255218871
690640,"College graduate","South Atlantic","Moderate","Man","White","Accountable","About the right amount",0.821736987412303
690653,"Associate's Degree","Middle Atlantic","Liberal","Man","White","Accountable","About the right amount",0.357115070610684
690715,"College graduate","West South Central","Very Conservative","Man","White","Punish","Too little time",0.3354915392331
690834,"Associate's Degree","Middle Atlantic","Moderate","Man","White","Punish","About the right amount",0.660224625847868
691042,"Postgraduate","Middle Atlantic","Very Conservative","Man","White","Punish","About the right amount",1.00571558754512
691122,"Postgraduate","West North Central","Very Liberal","Woman","White","Accountable","Too much time",0.369986249464912
691480,"Some College","New England","Moderate","Man","Hispanic","Punish","About the right amount",5.29509952010169
691647,"College graduate","East South Central","Liberal","Woman","White","Punish","Too little time",0.549750336531984
691995,"Associate's Degree","Pacific","Conservative","Man","White","Accountable","Too much time",0.204092191044003
692016,"Some College","Middle Atlantic","Liberal","Woman","White","Accountable","Too much time",0.483152564631957
692221,"Postgraduate","South Atlantic","Conservative","Woman","White","Accountable","Too little time",0.419972475436485
692383,"Some College","Pacific","Liberal","Woman","White","Punish","Too little time",0.485799555855192
692394,"High School Graduate","Pacific","Conservative","Man","White","Punish","About the right amount",8.0367089863816
692468,"High School Graduate","South Atlantic","Very Conservative","Woman","White","Punish","About the right amount",0.706617971462972
692606,"Some College","East North Central","Moderate","Man","White","Punish","About the right amount",0.408515445681006
692611,"High School Graduate","South Atlantic","Conservative","Woman","White","Accountable","Too little time",1.51716356485185
692848,"High School Graduate","Middle Atlantic","Very Conservative","Man","White","Accountable","Too little time",0.960569004433892
692964,"Associate's Degree","Mountain","Conservative","Man","White","Accountable","Too little time",0.917633302029644
692984,"High School Graduate","Pacific","Moderate","Woman","Hispanic","Accountable","Too little time",5.52317320991595
694220,"Associate's Degree","South Atlantic","Conservative","Man","White","Punish","About the right amount",0.990383939054764
694418,"Associate's Degree","South Atlantic","Moderate","Woman","Black","Accountable",NA,0.996000821979002
694680,"Postgraduate","Pacific","Liberal","Woman","White","Accountable","Too much time",0.44644910071884
694740,"Some College","West North Central","Conservative","Woman","White","Punish","About the right amount",1.02331516756758
694952,"Postgraduate","South Atlantic","Moderate","Man","Hispanic","Accountable","Too little time",0.519775421832596
695017,"College graduate","Middle Atlantic","Moderate","Man","White","Punish","Too little time",1.26658909082348
695046,"College graduate","Middle Atlantic","Very Liberal","Man","White","Accountable","Too much time",0.767843228628659
695229,"College graduate","Middle Atlantic","Very Liberal","Man","White","Accountable","Too much time",0.788817559709086
695314,"College graduate","East North Central","Moderate","Woman","White",NA,"Too little time",0.612384541497161
695649,"College graduate","East North Central","Moderate","Woman","White","Accountable","Too little time",1.20424442881504
695685,"Postgraduate","South Atlantic","Very Conservative","Woman","White","Punish","Too little time",0.41278438641122
696037,"College graduate","East South Central","Conservative","Man","White","Punish","Too little time",0.199604444824033
696056,"Some College","Middle Atlantic","Moderate","Woman","Hispanic","Accountable","Too much time",0.293235426962712
696310,"Postgraduate","West North Central","Liberal","Man","White","Accountable","About the right amount",0.39468999207026
696334,"Associate's Degree","East North Central","Conservative","Man","White","Punish","Too little time",0.608723577327837
696477,"Some College","New England","Moderate","Woman","Other","Accountable","Too little time",3.00029796896257
696563,"Postgraduate","Mountain","Liberal","Woman","White","Accountable","About the right amount",0.185670111592534
697091,"College graduate","East North Central","Very Conservative","Man","White","Punish","Too little time",0.574966908351503
697424,"Postgraduate","South Atlantic","Liberal","Woman","White","Accountable","Too much time",0.435976993458234
697516,"Postgraduate","West South Central","Conservative","Woman","White","Punish","About the right amount",0.780434630045
697580,"Postgraduate","Pacific","Very Liberal","Woman","White","Accountable","Too much time",1.00414835074827
697595,"Some College","Pacific","Liberal","Woman","White","Accountable","Too much time",0.802401510675426
697609,"High School Graduate","South Atlantic","Conservative","Man","White","Accountable","Too little time",0.729069243881423
697622,"Associate's Degree","South Atlantic","Conservative","Woman","White","Accountable","Too little time",0.448476813647023
697647,"Some College","East North Central","Very Conservative","Woman","White","Punish","About the right amount",0.481770305816054
697868,"Associate's Degree","East North Central","Liberal","Woman","White","Accountable","About the right amount",2.91634379694452
697870,"Some College","South Atlantic","Liberal","Man","Black","Accountable","About the right amount",0.565882611624225
698078,"College graduate","Pacific","Very Liberal","Man","White","Accountable","Too much time",2.10282590223629
698957,"Some College","Mountain","Moderate","Man","Hispanic","Punish","Too much time",0.905310619170589
698988,"College graduate","Mountain","Liberal","Woman","White","Accountable","Too much time",1.14093478699945
699014,"Some College","South Atlantic","Very Conservative","Man","White","Punish","Too little time",0.398240963068457
699085,"Associate's Degree","South Atlantic","Moderate","Woman","Black","Accountable","Too little time",0.571475179729268
699266,"College graduate","South Atlantic","Conservative","Man","White","Punish","Too little time",0.236290582933323
699458,"College graduate","Middle Atlantic","Conservative","Man","White","Punish","About the right amount",1.01930176883265
699679,"Some College","South Atlantic","Conservative","Man","White","Punish","About the right amount",4.78697616993274
699682,"Some College","South Atlantic","Moderate","Woman","Black","Accountable","About the right amount",0.760316812044236
699716,"Associate's Degree","East North Central","Very Conservative","Man","White","Accountable","Too little time",0.43368232271435
699982,"Postgraduate","Pacific","Very Conservative","Man","Hispanic","Accountable","About the right amount",1.40154567282903
700475,"Postgraduate","South Atlantic","Moderate","Man","Asian","Accountable","About the right amount",1.03202894189424
701811,"High School Graduate","East North Central","Moderate","Woman","White","Punish","About the right amount",1.14096196861998
701820,"Associate's Degree","East North Central",NA,"Woman","White","Accountable","About the right amount",0.62209820807378
702321,"Less Than High School","East North Central","Conservative","Man","Black","Accountable","About the right amount",3.19931323431113
702342,"High School Graduate","East North Central","Very Conservative","Man","White","Punish","Too little time",2.58044577321651
702398,"Some College","Pacific","Moderate","Man","Hispanic","Accountable","Too little time",0.845316360141148
